,full_text,weekday,month,day,hour,has_hashtag,has_url,like_count,is_reply,retweet_count,followers,following,user,screen_name
647,RT @thedanmasonshow: Imagine that... Hong Kong citizens who are fighting for Democracy are using America's flag &amp; anthem to express their f…,Mon,Aug,12,15,0,0,0,0,5,9327,6869,Sandy,tnacgal
648,RT @thedanmasonshow: Imagine that... Hong Kong citizens who are fighting for Democracy are using America's flag &amp; anthem to express their f…,Mon,Aug,12,15,0,0,0,0,5,30614,29314,⚡️WonderWomanUSA⚡️,WonderWoman4USA
649,"RT @zeynep: Airport protesters are still greeting the last arrivals, chanting “stand with Hong Kong, fight for freedom.” #antiELAB #Hongkon…",Mon,Aug,12,14,1,0,0,0,38,4346,4998,DJT American,DJT_America
650,RT @thedanmasonshow: Imagine that... Hong Kong citizens who are fighting for Democracy are using America's flag &amp; anthem to express their f…,Mon,Aug,12,14,0,0,0,0,5,823,1073,Dan Mason,thedanmasonshow
651,"Imagine that... Hong Kong citizens who are fighting for Democracy are using America's flag &amp; anthem to express their fight for FREEDOM.
#HongKong #Hongkongprotest https://t.co/yeYTgWlMCW",Mon,Aug,12,14,1,1,6,0,5,823,1073,Dan Mason,thedanmasonshow
652,"RT @zeynep: Airport protesters are still greeting the last arrivals, chanting “stand with Hong Kong, fight for freedom.” #antiELAB #Hongkon…",Mon,Aug,12,13,1,0,0,0,38,1741,1270,Corinne Marasco,CorinneAM
653,"RT @zeynep: Airport protesters are still greeting the last arrivals, chanting “stand with Hong Kong, fight for freedom.” #antiELAB #Hongkon…",Mon,Aug,12,13,1,0,0,0,38,820,868,Brent Erickson,BErickson_BIO
654,"Airport protesters are still greeting the last arrivals, chanting “stand with Hong Kong, fight for freedom.” #antiELAB #Hongkongprotests https://t.co/Kr9a98KSMK https://t.co/Ea4FMcWTF6",Mon,Aug,12,13,1,1,0,0,0,405,256,News247WorldPress,News247WorldPre
655,"RT @zeynep: Airport protesters are still greeting the last arrivals, chanting “stand with Hong Kong, fight for freedom.” #antiELAB #Hongkon…",Mon,Aug,12,13,1,0,0,0,38,666,816,Lila Saule🐝🐝,lilasaule
656,"@tedcruz Senator Cruz, please liberate Hong Kong and fight for liberty with HK people! Please pass the Hong Kong Human Rights and Democracy Act to safeguard HK - the ""West Berlin"" in the new cold war!!! 
#liberatehongkong #fightfordemocracy #freehongkong #antielab #hkprotests #🇭🇰",Mon,Aug,12,13,1,0,0,1,0,3,41,Jenny Wong,jennjennwong
657,"Hong kong was turned into a chaos for short term by Chinese Communist Party.
That shows as if after enforcement of 
the escape crime regulations.
That's in serious.
We japanese will support hong kong and fight against the government thoroughly.
#HongKong
https://t.co/DrmcLvzOJ0 https://t.co/c4AXoKHBd0",Mon,Aug,12,13,1,1,0,0,0,514,600,おでん,UuPEPU8DZn1MRU4
658,"RT @sumlokkei: #NOW: some #antielab protesters continued to chant at new arrivals - ""stand with Hong Kong, fight for freedom"". This is desp…",Mon,Aug,12,12,1,0,0,0,19,551,4703,Lili Brouwn2,LiliBrouwn2
659,"RT @zeynep: Airport protesters are still greeting the last arrivals, chanting “stand with Hong Kong, fight for freedom.” #antiELAB #Hongkon…",Mon,Aug,12,12,1,0,0,0,38,146,505,서베쓰 🌈,bess33086608
660,"RT @zeynep: Airport protesters are still greeting the last arrivals, chanting “stand with Hong Kong, fight for freedom.” #antiELAB #Hongkon…",Mon,Aug,12,12,1,0,0,0,38,3448,293,코몰입과발트,confusedCS
661,"RT @sumlokkei: #NOW: some #antielab protesters continued to chant at new arrivals - ""stand with Hong Kong, fight for freedom"". This is desp…",Mon,Aug,12,12,1,0,0,0,19,275,258,Duckhk🏳️‍🌈,Duck_hk
662,"RT @zeynep: Airport protesters are still greeting the last arrivals, chanting “stand with Hong Kong, fight for freedom.” #antiELAB #Hongkon…",Mon,Aug,12,12,1,0,0,0,38,90,672,Alice Reid,msalicereid
663,"RT @zeynep: Airport protesters are still greeting the last arrivals, chanting “stand with Hong Kong, fight for freedom.” #antiELAB #Hongkon…",Mon,Aug,12,11,1,0,0,0,38,25,106,Monica Munificence,GreboSpirit
664,"RT @zeynep: Airport protesters are still greeting the last arrivals, chanting “stand with Hong Kong, fight for freedom.” #antiELAB #Hongkon…",Mon,Aug,12,11,1,0,0,0,38,6,261,Katia & Michele,katiatalpa17
665,"RT @zeynep: Airport protesters are still greeting the last arrivals, chanting “stand with Hong Kong, fight for freedom.” #antiELAB #Hongkon…",Mon,Aug,12,11,1,0,0,0,38,812,2862,Trama Life,tramalife
666,RT @JayMidnyte: In Hong Kong they fight 4 their rights. In #USA we fight to have our rights taken 🤷🏾‍♂️😂🇺🇸 - #HongKong International Airpor…,Mon,Aug,12,11,1,0,0,0,2,396,2337,Mary,mavrah
667,"RT @zeynep: Airport protesters are still greeting the last arrivals, chanting “stand with Hong Kong, fight for freedom.” #antiELAB #Hongkon…",Mon,Aug,12,11,1,0,0,0,38,223,91,Hap,Happyhappyhaps
668,"RT @zeynep: Airport protesters are still greeting the last arrivals, chanting “stand with Hong Kong, fight for freedom.” #antiELAB #Hongkon…",Mon,Aug,12,11,1,0,0,0,38,145,347,ROCKY,rakesh_maurya83
669,RT @JayMidnyte: In Hong Kong they fight 4 their rights. In #USA we fight to have our rights taken 🤷🏾‍♂️😂🇺🇸 - #HongKong International Airpor…,Mon,Aug,12,11,1,0,0,0,2,102,59,MRr,MRr55321566
670,In Hong Kong they fight 4 their rights. In #USA we fight to have our rights taken 🤷🏾‍♂️😂🇺🇸 - #HongKong International Airport has cancelled flights for the day after 6 PM local time as pro-democracy protests in the city rage on for the 10th consecutive week. https://t.co/XkDuHVPYAc,Mon,Aug,12,11,1,1,1,0,2,722,1654,Jay Midnyte,JayMidnyte
671,"RT @zeynep: Airport protesters are still greeting the last arrivals, chanting “stand with Hong Kong, fight for freedom.” #antiELAB #Hongkon…",Mon,Aug,12,11,1,0,0,0,38,1852,761,Nathaniel Horadam 🇭🇰,NW_Horadam
672,"RT @zeynep: Airport protesters are still greeting the last arrivals, chanting “stand with Hong Kong, fight for freedom.” #antiELAB #Hongkon…",Mon,Aug,12,11,1,0,0,0,38,1380,1495,Angela Taylor,angieptaylor
673,RT @MikalJakubal: Remaining protesters chant “Fight for freedom! Stand with Hong Kong!” As one of the last incoming flights disembarks. #Ho…,Mon,Aug,12,10,0,0,0,0,9,49,77,sweetyams,sweetyams3
674,"RT @zeynep: Airport protesters are still greeting the last arrivals, chanting “stand with Hong Kong, fight for freedom.” #antiELAB #Hongkon…",Mon,Aug,12,10,1,0,0,0,38,1796,340,Paul Marr,SerendipitySays
675,RT @MikalJakubal: Remaining protesters chant “Fight for freedom! Stand with Hong Kong!” As one of the last incoming flights disembarks. #Ho…,Mon,Aug,12,10,0,0,0,0,9,23,171,K,K67785569
676,"RT @evatam: Protesters chanting “Stand up for Hong Kong, fight for freedom” as I walk through the arrivals in HKIA. #antiELAB https://t.co/…",Mon,Aug,12,10,1,0,0,0,25,1455,1794,𝕞𝕚𝕞𝕚▪︎ᏔᏆΝͲᎬᎡ ᏴᎬᎪᎡ,JJ_chenchen
677,"RT @zeynep: Airport protesters are still greeting the last arrivals, chanting “stand with Hong Kong, fight for freedom.” #antiELAB #Hongkon…",Mon,Aug,12,10,1,0,0,0,38,2515,4609,Aaron B Brown,AaronBBrown
678,"#HongKongProtests chant “Fight for freedom! Stand with Hong Kong!” at arrivals gate below flight board showing all the canceled flights. I’m told there are two remaining flights scheduled to land, after which passengers will be clear of the airport. #antielab https://t.co/FN0561wVwf",Mon,Aug,12,10,1,0,3,0,0,851,1114,"“Mikal, do you really think that’s a good idea?”",MikalJakubal
679,RT @MikalJakubal: Remaining protesters chant “Fight for freedom! Stand with Hong Kong!” As one of the last incoming flights disembarks. #Ho…,Mon,Aug,12,10,0,0,0,0,9,46,337,busstopbusgoes,busstopbusgoes
680,"RT @sumlokkei: #NOW: some #antielab protesters continued to chant at new arrivals - ""stand with Hong Kong, fight for freedom"". This is desp…",Mon,Aug,12,10,1,0,0,0,19,23,204,Conditions Apply,StrangeLove2016
681,"RT @LianainFilms: “Fight for freedom. Stand with Hong Kong!” Dozens of protestors still here, chanting, giving out fliers #antiELAB #HK htt…",Mon,Aug,12,10,1,0,0,0,1,374,799,Jason Bourne,Padraic_Convery
682,"“Fight for freedom. Stand with Hong Kong!” Dozens of protestors still here, chanting, giving out fliers #antiELAB #HK https://t.co/H4sVwbeFgZ",Mon,Aug,12,10,1,0,5,0,1,1031,159,Lianain Films,LianainFilms
683,RT @MikalJakubal: Remaining protesters chant “Fight for freedom! Stand with Hong Kong!” As one of the last incoming flights disembarks. #Ho…,Mon,Aug,12,10,0,0,0,0,9,54,287,puu aru,AruPuu
684,"RT @zeynep: Airport protesters are still greeting the last arrivals, chanting “stand with Hong Kong, fight for freedom.” #antiELAB #Hongkon…",Mon,Aug,12,10,1,0,0,0,38,2177,460,Michael Mirasol,flipcritic
685,RT @MikalJakubal: Remaining protesters chant “Fight for freedom! Stand with Hong Kong!” As one of the last incoming flights disembarks. #Ho…,Mon,Aug,12,10,0,0,0,0,9,215,591,kaoru,kaoru201707
686,RT @MikalJakubal: Remaining protesters chant “Fight for freedom! Stand with Hong Kong!” As one of the last incoming flights disembarks. #Ho…,Mon,Aug,12,10,0,0,0,0,9,4973,1015,Freakingcat - FREE HONG KONG!,freakingcat
687,"RT @zeynep: Airport protesters are still greeting the last arrivals, chanting “stand with Hong Kong, fight for freedom.” #antiELAB #Hongkon…",Mon,Aug,12,10,1,0,0,0,38,362,901,Nuray Çolak,nuray_colak
688,RT @MikalJakubal: Remaining protesters chant “Fight for freedom! Stand with Hong Kong!” As one of the last incoming flights disembarks. #Ho…,Mon,Aug,12,10,0,0,0,0,9,9064,6642,Hong Kong World City 🐉☔️,HKWORLDCITY
689,"RT @zeynep: Airport protesters are still greeting the last arrivals, chanting “stand with Hong Kong, fight for freedom.” #antiELAB #Hongkon…",Mon,Aug,12,10,1,0,0,0,38,515,507,Ruan Yaramilo,Galocd
690,"RT @zeynep: Airport protesters are still greeting the last arrivals, chanting “stand with Hong Kong, fight for freedom.” #antiELAB #Hongkon…",Mon,Aug,12,10,1,0,0,0,38,312,176,Aral,aralinkafasi
691,Remaining protesters chant “Fight for freedom! Stand with Hong Kong!” As one of the last incoming flights disembarks. #HongKongProtests #antielab https://t.co/qFJhPd3Qzq,Mon,Aug,12,10,1,0,15,0,9,851,1114,"“Mikal, do you really think that’s a good idea?”",MikalJakubal
692,"RT @zeynep: Airport protesters are still greeting the last arrivals, chanting “stand with Hong Kong, fight for freedom.” #antiELAB #Hongkon…",Mon,Aug,12,10,1,0,0,0,38,246,384,Dr. Xanat Meza,kt_designbox
693,"RT @zeynep: Airport protesters are still greeting the last arrivals, chanting “stand with Hong Kong, fight for freedom.” #antiELAB #Hongkon…",Mon,Aug,12,10,1,0,0,0,38,232,184,Nebby Nebula,Nebby_99
694,"RT @zeynep: Airport protesters are still greeting the last arrivals, chanting “stand with Hong Kong, fight for freedom.” #antiELAB #Hongkon…",Mon,Aug,12,10,1,0,0,0,38,253,641,Jennifer Smyth,jensmyth
695,"RT @zeynep: Airport protesters are still greeting the last arrivals, chanting “stand with Hong Kong, fight for freedom.” #antiELAB #Hongkon…",Mon,Aug,12,10,1,0,0,0,38,2217,4992,hDes Allimes Hélène,muzahara2
696,"Airport protesters are still greeting the last arrivals, chanting “stand with Hong Kong, fight for freedom.” #antiELAB #Hongkongprotests https://t.co/aur2C3IQ2w",Mon,Aug,12,10,1,0,146,1,38,315781,839,zeynep tufekci,zeynep
697,"RT @sumlokkei: #NOW: some #antielab protesters continued to chant at new arrivals - ""stand with Hong Kong, fight for freedom"". This is desp…",Mon,Aug,12,10,1,0,0,0,19,23,92,!!be water!!,free_hk_
698,"RT @sumlokkei: #NOW: some #antielab protesters continued to chant at new arrivals - ""stand with Hong Kong, fight for freedom"". This is desp…",Mon,Aug,12,09,1,0,0,0,19,5314,1878,Alice Su,aliceysu
699,"RT @evatam: Protesters chanting “Stand up for Hong Kong, fight for freedom” as I walk through the arrivals in HKIA. #antiELAB https://t.co/…",Mon,Aug,12,09,1,0,0,0,25,135,169,beke,cosmosick
700,"RT @sumlokkei: #NOW: some #antielab protesters continued to chant at new arrivals - ""stand with Hong Kong, fight for freedom"". This is desp…",Mon,Aug,12,09,1,0,0,0,19,534,1686,JamesLu,jameslu920
701,"RT @sumlokkei: #NOW: some #antielab protesters continued to chant at new arrivals - ""stand with Hong Kong, fight for freedom"". This is desp…",Mon,Aug,12,09,1,0,0,0,19,39,499,TvR,TTTVRN
702,"RT @sumlokkei: #NOW: some #antielab protesters continued to chant at new arrivals - ""stand with Hong Kong, fight for freedom"". This is desp…",Mon,Aug,12,09,1,0,0,0,19,271,423,Can Cheng,cancheng
703,"RT @sumlokkei: #NOW: some #antielab protesters continued to chant at new arrivals - ""stand with Hong Kong, fight for freedom"". This is desp…",Mon,Aug,12,09,1,0,0,0,19,27,106,一切,fuckme5741
704,"RT @sumlokkei: #NOW: some #antielab protesters continued to chant at new arrivals - ""stand with Hong Kong, fight for freedom"". This is desp…",Mon,Aug,12,09,1,0,0,0,19,43,94,NobitaViv,nobitaviv
705,"RT @sumlokkei: #NOW: some #antielab protesters continued to chant at new arrivals - ""stand with Hong Kong, fight for freedom"". This is desp…",Mon,Aug,12,09,1,0,0,0,19,1019,110,새로운백수맨 새벽달/ルア,iruaa
706,"RT @sumlokkei: #NOW: some #antielab protesters continued to chant at new arrivals - ""stand with Hong Kong, fight for freedom"". This is desp…",Mon,Aug,12,09,1,0,0,0,19,881,2467,René 林雷尼,RenneNelis
707,"RT @sumlokkei: #NOW: some #antielab protesters continued to chant at new arrivals - ""stand with Hong Kong, fight for freedom"". This is desp…",Mon,Aug,12,09,1,0,0,0,19,309,149,Top Bot Tweets,noozbot
708,"RT @sumlokkei: #NOW: some #antielab protesters continued to chant at new arrivals - ""stand with Hong Kong, fight for freedom"". This is desp…",Mon,Aug,12,09,1,0,0,0,19,279,222,Paul Cowden,rave_esque
709,"RT @sumlokkei: #NOW: some #antielab protesters continued to chant at new arrivals - ""stand with Hong Kong, fight for freedom"". This is desp…",Mon,Aug,12,09,1,0,0,0,19,992,3550,Mugwump,ozaed
710,"RT @sumlokkei: #NOW: some #antielab protesters continued to chant at new arrivals - ""stand with Hong Kong, fight for freedom"". This is desp…",Mon,Aug,12,09,1,0,0,0,19,1462,1410,Betty Wong,bettwty
711,"RT @sumlokkei: #NOW: some #antielab protesters continued to chant at new arrivals - ""stand with Hong Kong, fight for freedom"". This is desp…",Mon,Aug,12,09,1,0,0,0,19,341,1180,Darby167 🇭🇰 / WING21 AUS/SG,Pace_8
712,"RT @sumlokkei: #NOW: some #antielab protesters continued to chant at new arrivals - ""stand with Hong Kong, fight for freedom"". This is desp…",Mon,Aug,12,09,1,0,0,0,19,403,969,lily blart,bobbiharlow
713,"#NOW: some #antielab protesters continued to chant at new arrivals - ""stand with Hong Kong, fight for freedom"". This is despite speculation that police will enter the airport to clear it. https://t.co/vALiYhefhp",Mon,Aug,12,09,1,0,23,0,19,3654,73,Lok.,sumlokkei
714,RT @jimcyf: More than a thousand peope have gathered at the #HongKong airport to take their anti-extradition messages to visitors just arri…,Mon,Aug,12,08,1,0,0,0,46,132,2721,Lesbian Rights Gay Rights Bi Rights Trans Rights!,arahabakls
715,RT @jimcyf: More than a thousand peope have gathered at the #HongKong airport to take their anti-extradition messages to visitors just arri…,Mon,Aug,12,07,1,0,0,0,46,2319,4999,RisingPhoenix,GondwanaLands
716,"RT @Matthew_Kupfer: “We are strongly aware of, and inspired by, a documentary named Winter on Fire… and by how the people in #Ukraine start…",Mon,Aug,12,07,1,0,0,0,30,419,977,Lara Lazar🇺🇦🇦🇺,lara_lazar
717,"RT @NoOrganization: Now it is time for Hong Kong police to stop attacking citizens and fight the Chinese Communist Party. 
Do not mistake t…",Mon,Aug,12,05,0,0,0,0,1,204,1274,Snun76,Snun762
718,"Now it is time for Hong Kong police to stop attacking citizens and fight the Chinese Communist Party. 
Do not mistake the real threat in the future for Hong Kong.
If you love the democratic country Hong Kong!

#HongKong #Police #ChinaCommunistParty https://t.co/469sNtYhyA",Mon,Aug,12,05,1,1,0,0,1,4,46,No people looking for dictatorship organization,NoOrganization
719,"RT @evatam: Protesters chanting “Stand up for Hong Kong, fight for freedom” as I walk through the arrivals in HKIA. #antiELAB https://t.co/…",Mon,Aug,12,04,1,0,0,0,25,169,142,PANetone🌙,Jupteriana_M
720,"RT @nntellsthetruth: KMT voters in Taiwan should be the ones getting “cracked down” by police, instead of Hong Kong protesters who fight fo…",Mon,Aug,12,03,0,0,0,0,1,156,339,Dejavu,Dejavu622423
721,"RT @evatam: Protesters chanting “Stand up for Hong Kong, fight for freedom” as I walk through the arrivals in HKIA. #antiELAB https://t.co/…",Mon,Aug,12,02,1,0,0,0,25,239,233,Euzinha,Luzinha_Noleto
722,"“You’ve arrived in a broken, torn-apart city, not the one you have once pictured,” read a pamphlet that protesters offered to arriving travelers. “Yet for this #HongKong, we fight. We shall never surrender.” https://t.co/0Ry4aoPX43",Mon,Aug,12,02,1,1,1,0,0,1789,3191,Miranda Leitsinger,mimileitsinger
723,"In HK, we protest to fight for what we are supposed to have. Imagine what will happen in China? This is Hong Kong. Fight for it!
https://t.co/xf0hF6bKrG
#hongkong #hk #hkprotest #hkprotests #politics #china #hongkongprotest #police #democracy #asia",Mon,Aug,12,01,1,1,0,0,0,168,391,THE STREET SNAP,THE_STREET_SNAP
724,"RT @CharlotteAprile: Fight for your #FreedomHK
#China #HongKongProtesters
🇺🇲We LOVE YOU, Hong Kong!!!
Stay Strong, Be Water 💦
https://t.co/…",Mon,Aug,12,01,1,0,0,0,1,4551,2221,🇧🇪🇫🇷Politique 4.0 #10,DuPouvoirDachat
725,"Fight for your #FreedomHK
#China #HongKongProtesters
🇺🇲We LOVE YOU, Hong Kong!!!
Stay Strong, Be Water 💦
https://t.co/Eu8JUw8CT1",Mon,Aug,12,01,1,1,1,0,1,74,86,Charlotte Sometimes,CharlotteAprile
726,RT @ebroshko: The brave souls of #HongKong need the full support of Canada and the international community in the fight for their freedom.…,Mon,Aug,12,01,1,0,0,0,2,144,346,Scott H.,fathead77
727,RT @ebroshko: The brave souls of #HongKong need the full support of Canada and the international community in the fight for their freedom.…,Mon,Aug,12,01,1,0,0,0,2,12070,179,VickyOnthira,VickyOnthira
728,"KMT voters in Taiwan should be the ones getting “cracked down” by police, instead of Hong Kong protesters who fight for freedom and democracy, cause You get what you vote for. 
#HongKong #TaiwanCanHelp https://t.co/meWadkSFnP",Mon,Aug,12,01,1,1,2,0,1,64,49,Rosielle,nntellsthetruth
729,"The brave souls of #HongKong need the full support of Canada and the international community in the fight for their freedom.  China must be condemned in the strongest terms.

300,000 Canadians live in Hong Kong.

PM Trudeau does nothing. #cdnpoli https://t.co/bYZi9mMBZL",Mon,Aug,12,01,1,1,7,0,2,397,441,Erinn Broshko,ebroshko
730,"RT @kevinluikf: ""Fight for Freedom, Stand with Hong Kong!"" — a chant I've not hear before, maybe customised for @hkairport? Fits in with th…",Mon,Aug,12,00,0,0,0,0,17,242,734,Canberra Bubbles,tea_is_hot
731,RT @121cwu: Must fight for Hong Kong! #HongKongStrike #HongKong #HongKongProtesters,Mon,Aug,12,00,1,0,0,0,1,4551,2221,🇧🇪🇫🇷Politique 4.0 #10,DuPouvoirDachat
732,Must fight for Hong Kong! #HongKongStrike #HongKong #HongKongProtesters,Mon,Aug,12,00,1,0,1,0,1,28,106,天 • Ten,121cwu
733,RT @jimcyf: More than a thousand peope have gathered at the #HongKong airport to take their anti-extradition messages to visitors just arri…,Mon,Aug,12,00,1,0,0,0,46,388,256,Jen,jenniferr_li
734,"RT @evatam: Protesters chanting “Stand up for Hong Kong, fight for freedom” as I walk through the arrivals in HKIA. #antiELAB https://t.co/…",Mon,Aug,12,00,1,0,0,0,25,107,85,hugo,sharkboywth
735,"RT @evatam: Protesters chanting “Stand up for Hong Kong, fight for freedom” as I walk through the arrivals in HKIA. #antiELAB https://t.co/…",Sun,Aug,11,23,1,0,0,0,25,1292,4999,Marilula Rocha 🇧🇷❤️🇧🇷,THYMARIROCHA
736,"RT @evatam: Protesters chanting “Stand up for Hong Kong, fight for freedom” as I walk through the arrivals in HKIA. #antiELAB https://t.co/…",Sun,Aug,11,23,1,0,0,0,25,240,352,Emerson,m3m3rson
737,"RT @evatam: Protesters chanting “Stand up for Hong Kong, fight for freedom” as I walk through the arrivals in HKIA. #antiELAB https://t.co/…",Sun,Aug,11,22,1,0,0,0,25,1695,5002,Fabiano Figueiredo,FabianoCFX
738,"RT @Stand_with_HK: Thank you @TheEconomist for caring about Hong Kong and its fight for freedom! 
#hongkongprotests #standwithhk #antiELAB…",Sun,Aug,11,21,1,0,0,0,91,1495,1305,Revue Le Banquet,RevueLeBanquet
739,"RT @Stand_with_HK: Thank you @TheEconomist for caring about Hong Kong and its fight for freedom! 
#hongkongprotests #standwithhk #antiELAB…",Sun,Aug,11,21,1,0,0,0,91,9168,4755,Jean Louis,JL7508
740,"RT @Stand_with_HK: Thank you @TheEconomist for caring about Hong Kong and its fight for freedom! 
#hongkongprotests #standwithhk #antiELAB…",Sun,Aug,11,21,1,0,0,0,91,46920,3349,Dominique Reynié,DominiqueReynie
741,RT @ScottHolleran: To fight for Hong Kong is to fight for freedom in your future #HongKong | #HongKongProtests #HongKongers #HongKongers ht…,Sun,Aug,11,21,1,0,0,0,2,122,297,EulaGoodnight,EulaGoodnight75
742,"RT @Stand_with_HK: Thank you @TheEconomist for caring about Hong Kong and its fight for freedom! 
#hongkongprotests #standwithhk #antiELAB…",Sun,Aug,11,21,1,0,0,0,91,32,56,Akujinwa I. Oscar,Akujinwa0
743,"Hong Kong’s protest against Beijing and the Extradition Bill has been an ongoing fight for their future since around June and even longer. Spread awareness and show others. #Hongkongprotest #HongKong 
https://t.co/0tdqZpDCxj",Sun,Aug,11,20,1,1,0,0,0,25,92,Dennis Green,TheThird253
744,"RT @Stand_with_HK: Thank you @TheEconomist for caring about Hong Kong and its fight for freedom! 
#hongkongprotests #standwithhk #antiELAB…",Sun,Aug,11,20,1,0,0,0,91,626,232,anne pallix,apallix1
745,"RT @Stand_with_HK: Thank you @TheEconomist for caring about Hong Kong and its fight for freedom! 
#hongkongprotests #standwithhk #antiELAB…",Sun,Aug,11,18,1,0,0,0,91,912,1981,-iFelichi🍵- | yoonjin au📌,ingrid_felichi
746,"RT @evatam: Protesters chanting “Stand up for Hong Kong, fight for freedom” as I walk through the arrivals in HKIA. #antiELAB https://t.co/…",Sun,Aug,11,18,1,0,0,0,25,478,583,Ingrid,itsmantenha
747,RT @jimcyf: More than a thousand peope have gathered at the #HongKong airport to take their anti-extradition messages to visitors just arri…,Sun,Aug,11,18,1,0,0,0,46,967,2090,Kevin Cantú 🏳️‍🌈,killerswan
748,RT @jimcyf: More than a thousand peope have gathered at the #HongKong airport to take their anti-extradition messages to visitors just arri…,Sun,Aug,11,18,1,0,0,0,46,25763,1462,Victor Shih,vshih2
749,"RT @salina_lam: Please share it. If you want to talk to a foreign friend, what do Hong Kong people want to fight for?
#HongKong https://t.c…",Sun,Aug,11,18,1,0,0,0,1,24,149,123,sabacheung
750,"Please share it. If you want to talk to a foreign friend, what do Hong Kong people want to fight for?
#HongKong https://t.co/FRPMuUYspk",Sun,Aug,11,18,1,0,0,0,1,24,296,임가은,salina_lam
751,RT @jimcyf: More than a thousand peope have gathered at the #HongKong airport to take their anti-extradition messages to visitors just arri…,Sun,Aug,11,17,1,0,0,0,46,42,167,Iron Man 18,decorhub
752,"#HongKong police using terror tactics including savagely beating protestors, aiming for the head, firing tear gas inside a public transit station, refusing to identify themselves when dressed in plain clothes! The people of Hong Kong need our support in their fight for freedom! https://t.co/vJ6UQmSOCQ",Sun,Aug,11,16,1,1,0,0,0,655,1087,Robert Wishart (魏罗斌),rwwishart
753,"RT @evatam: Protesters chanting “Stand up for Hong Kong, fight for freedom” as I walk through the arrivals in HKIA. #antiELAB https://t.co/…",Sun,Aug,11,16,1,0,0,0,25,329,55,999,Luci_louco
754,RT @HongKongFP: Protesters who were earlier pepper sprayed receive medical treatment at an exit for Sai Wan Ho's MTR station. #hongkongprot…,Sun,Aug,11,16,0,0,0,0,115,128,61,William Sommers,fight_extremism
755,"RT @evatam: Protesters chanting “Stand up for Hong Kong, fight for freedom” as I walk through the arrivals in HKIA. #antiELAB https://t.co/…",Sun,Aug,11,16,1,0,0,0,25,2,5,selma,selma10621121
756,"RT @Stand_with_HK: Thank you @TheEconomist for caring about Hong Kong and its fight for freedom! 
#hongkongprotests #standwithhk #antiELAB…",Sun,Aug,11,15,1,0,0,0,91,303,579,saturnly,saturnly
757,"RT @evatam: Protesters chanting “Stand up for Hong Kong, fight for freedom” as I walk through the arrivals in HKIA. #antiELAB https://t.co/…",Sun,Aug,11,15,1,0,0,0,25,264,606,juh ☭ cadelinha do davi,juhtheright
758,"RT @kevinluikf: ""Fight for Freedom, Stand with Hong Kong!"" — a chant I've not hear before, maybe customised for @hkairport? Fits in with th…",Sun,Aug,11,15,0,0,0,0,17,71,1055,yu chi fai,yuchifai1
759,"RT @evatam: Protesters chanting “Stand up for Hong Kong, fight for freedom” as I walk through the arrivals in HKIA. #antiELAB https://t.co/…",Sun,Aug,11,15,1,0,0,0,25,812,1008,mariana,maaroline
760,"RT @evatam: Protesters chanting “Stand up for Hong Kong, fight for freedom” as I walk through the arrivals in HKIA. #antiELAB https://t.co/…",Sun,Aug,11,14,1,0,0,0,25,25827,27969,Nick 🇺🇸,nick_williann
761,"In #solidarity with those who fight for what is just and right against majority and those who abuse their power!
Picture is a #publicart #sculpture outside Hong Kong Cultural Centre

#HongKong #Kashmir",Sun,Aug,11,14,1,0,1,1,0,69,204,Astral Fleck,AstralFleck
762,"RT @evatam: Protesters chanting “Stand up for Hong Kong, fight for freedom” as I walk through the arrivals in HKIA. #antiELAB https://t.co/…",Sun,Aug,11,14,1,0,0,0,25,389,869,Alice  Dantas,Aliice_Dantaas
763,"RT @evatam: Protesters chanting “Stand up for Hong Kong, fight for freedom” as I walk through the arrivals in HKIA. #antiELAB https://t.co/…",Sun,Aug,11,14,1,0,0,0,25,23,133,Ilhéu Bahiano,IlheuBahiano
764,"RT @evatam: Protesters chanting “Stand up for Hong Kong, fight for freedom” as I walk through the arrivals in HKIA. #antiELAB https://t.co/…",Sun,Aug,11,14,1,0,0,0,25,2049,1133,lothringen 🐝,thejokerism
765,"RT @evatam: Protesters chanting “Stand up for Hong Kong, fight for freedom” as I walk through the arrivals in HKIA. #antiELAB https://t.co/…",Sun,Aug,11,13,1,0,0,0,25,1,24,Cleiton valerio,Cleitonvalerio3
766,RT @IvanCNN: Hong Kong is in its 10th straight week of protests. Demonstrators are spoiling for a fight Sunday afternoon with police mannin…,Sun,Aug,11,12,0,0,0,0,2,672,38,Emily Fun Buns,MsEffieLou
767,"RT @evatam: Protesters chanting “Stand up for Hong Kong, fight for freedom” as I walk through the arrivals in HKIA. #antiELAB https://t.co/…",Sun,Aug,11,11,1,0,0,0,25,534,1686,JamesLu,jameslu920
768,"RT @evatam: Protesters chanting “Stand up for Hong Kong, fight for freedom” as I walk through the arrivals in HKIA. #antiELAB https://t.co/…",Sun,Aug,11,11,1,0,0,0,25,1097,812,Kevin Lui,kevinluikf
769,"Protesters chanting “Stand up for Hong Kong, fight for freedom” as I walk through the arrivals in HKIA. #antiELAB https://t.co/KGJTonCd4Z",Sun,Aug,11,11,1,0,104,0,25,2789,419,Eva Tam,evatam
